link,content,place,date,time,in advance,cover,image
https://www.instagram.com/_a_c_s___/p/DE1psIQpInm/,"♥돈벌고돈쓰고가세요♥
을지로 ACS(중구 수표로6길 10) 에서
2025년 1월 19일 일요일 대낮 1시 부터 난장벼룩시장 【만 남】
누구나 안쓰는거 묵혀둔거 바리바리 싸들고 알아서 팔고 사고 먹고 지고 공연 하고 단 입장시 단돈 7,000원만! (...“먹고갈래 지고갈래”는 옛 지게꾼들이 잠시 주막에 쉬어가도록 입구에 내걸던 순수우리말 입니다)

[ 참여방법 ] : 바리바리 싸들고 옵니다(의류, 악기, 중고서적, 엘피, CD, 테이프, DVD, 집문서, 각종 테무템 등등 돈이 될 만한 물건들..) >> 알아서 빈곳을 찾아 좌판을 깝니다 >> 행거, 테이블 등은 있을 수도 없을 수도 있으니 이점 감안하여 챙겨 오세요 >> 바닥에 깔거나 벽에 걸거나 천장에 메달거나 자유롭게 디피하여 팔고 가세요 >> 되도록 현금 또는 계좌로 알아서 (카드기 지원X) >> 별도 판매 수수료는 없습니다. >> 알아서 돈벌고 돈쓰고 가세요 >> 다만 입장시 구분없이 입장료는 7,000 원 입니다.

[ 공연 / 디제이 참여 ] : 준비가 복잡하지 않은 선에서 자유공연 또는 자유 디제잉 가능합니다.
- 공연은 사전 ACS계정으로 공연방식을 알려주세요.
- 디제잉은 당일 벼룩시장의 분위기를 고려하여 과하게 시끄러운 선곡은 사양합니다.
- 사전 타임테이블은 없습니다. 현장에서 만남측과 조율하여 화이트보드에 이름 쓰고 달려드시면 됩니다.

★★★★★★★★★★★★★★★★★★★★★★★★
특별공연 : 숟가락난타 이복자 @ebogja (오후 3시 단 1회 공연)
- KBS아침마당, SBS모닝와이드, MBC살맛나는세상 등 방송 다수 출연
당일 먹거리 : 영식이모 (감자전) @yuyungsik / 주막 ACS
기획 / 문의 : 시봉새, 김영현 @c_bong_sae @jump__si
홍보물 : 시봉새
장소지원 : @_a_c_s___",서울 중구 수표로6길 10 지하1층,2025.1.19,13:00,7000,7000,
https://www.instagram.com/soumbalgwang_official/p/DBaAmWxy5EI/,"🔨🍭
이번주 토요일 밤 8시 칩앤스위트 / 소음발광 정규 발매 기념 공연 <천박하고 시끄러운 : 서울 편>이 을지로 acs에서 열립니다. @acs.kr

출연 밴드는
로우 하이 로우 @band_lowhighlow
칩앤스위트 @cheap.n.sweet
소음발광 @soumbalgwang_official

입장료는 예매 33,000원 / 현매 44,000원 입니다.
예매는 소음발광 / 칩앤스위트 프로필 링크에서 하실 수 있습니다.

10월 26일 토요일 밤 8시 공연 시작이며, 7시 30분부터 입장 가능하십니다.

시끄럽게 난장을 부리면서 놉시다. 그리고 두 밴드의 앨범 발매를 축하해줍시다.

그럼 10월 26일 토요일 밤, 을지로 acs에서 뵙겠습니다.
안녕! 👋",서울 중구 수표로6길 10 지하1층,2025.10.26,20:00,33000,44000,
https://www.instagram.com/soumbalgwang_official/p/DA4fFDVSXLz/,"🔨
<천박하고 시끄러운 - 소음발광 / 칩앤스위트 정규 발매 공연>

칩앤스위트와 소음발광이 앨범 발매를 기념하여 서로를 인터뷰했습니다. 이번 게시물은 칩앤스위트가 인터뷰한 소음발광입니다. (소음발광 정규 3집 <불과 빛>은 10월 7일 발매되었습니다.)

뜨겁게 타오를 우리의 앨범 발매 기념 공연이 10월 19일 부산 오방가르드, 10월 26일 서울 을지로 acs에서 열립니다. 예매는 프로필 링크를 통해 하실 수 있습니다.

그럼 곧 만나요!

*인터뷰 전문은 소음발광 블로그를 통해 체크하실 수 있습니다. @soumbalgwang_official 프로필 링크 참조

•일시 및 장소
부산 : 10월 19일 밤 8시 (입장 7시 30분) / 부산 오방가르드
@ovantgarde
서울 : 10월 26일 밤 8시 (입장 7시 30분) / 서울 을지로 acs
@acs.kr

•라인업
부산 : 향우회, 칩앤스위트, 소음발광
@socialclub_hyangwu
서울 : 로우하이로우, 칩앤스위트, 소음발광
@band_lowhighlow

•러닝타임
약 180분

•입장료 (80명 한정)
예매 3만원 3천원/ 현매 4만 4천원

•예매링크
@soumbalgwang_official
@cheap.n.sweet
프로필 링크 참조

*본 공연은 전석 스탠딩으로 진행됩니다.
*예매취소는 공연 당일로부터 3일 전까지 가능합니다.",서울 중구 수표로6길 10 지하1층,2025.10.7,20:00,,30000,
https://www.instagram.com/soumbalgwang_official/p/DA3CNvKSj4q/,"🔨
<천박하고 시끄러운 - 소음발광 / 칩앤스위트 정규 발매 공연>

칩앤스위트와 소음발광이 앨범 발매를 기념하여 서로를 인터뷰했습니다. 이번 게시물은 소음발광이 인터뷰한 칩앤스위트입니다. (칩앤스위트 정규 1집 <No Comment!!!>는 10월 17일 발매 예정입니다.)

뜨겁게 타오를 우리의 앨범 발매 기념 공연이 10월 19일 부산 오방가르드, 10월 26일 서울 을지로 acs에서 열립니다. 예매는 프로필 링크를 통해 하실 수 있습니다.

그럼 곧 만나요!

*인터뷰 전문은 소음발광 블로그를 통해 체크하실 수 있습니다. @soumbalgwang_official 프로필 링크 참조

•일시 및 장소
부산 : 10월 19일 밤 8시 (입장 7시 30분) / 부산 오방가르드
@ovantgarde
서울 : 10월 26일 밤 8시 (입장 7시 30분) / 서울 을지로 acs
@acs.kr

•라인업
부산 : 향우회, 칩앤스위트, 소음발광
@socialclub_hyangwu
서울 : 로우하이로우, 칩앤스위트, 소음발광
@band_lowhighlow

•러닝타임
약 180분

•입장료 (80명 한정)
예매 3만원 3천원/ 현매 4만 4천원

•예매링크
@soumbalgwang_official
@cheap.n.sweet
프로필 링크 참조

*본 공연은 전석 스탠딩으로 진행됩니다.
*예매취소는 공연 당일로부터 3일 전까지 가능합니다.",서울 중구 수표로6길 10 지하1층,2025.10.17,20:00,,30000,
https://www.instagram.com/_a_c_s___/p/DA0GPTKpnSg/,"10/11(FRI) Do you need death insurance?
YES, 예매돌진 ->>> LINKINBIO @acs.kr (서둘러)
VIDEO @deathinsurance

뉴욕 하이퍼 펑크 아웃사이더 Kat Liu, 일명 death insurance는 2021년 갑작스럽게 등장해 우리의 인터넷의 동지들을 습격했습니다. 그 후 그녀는 단 한장의 풀랭스 앨범만을 드롭한 채 로스트-미디어가 되어 유령처럼 넷을 떠돌았습니다 왜냐하면 넷은 광대하며 무한하.. 그리고 10월, 한국의 음악가들과 함께 우리가 있는 이곳에 불시착합니다.

당신은 사망 보험이 필요하신가요?

New York hyper punk outsider Kat Liu, also known as death insurance, suddenly appeared in 2021 and invaded our internet comrades. Since then, she has released only one full length album and has become a kind of lost-media, wandering the net like a ghost, you know the net is vast and infinite.. In October, she will crash landing here where we are.

———————————————————————————

2024.10.11(FRI) SEOUL / ACS @acs.kr / 20:00 ~

death insurance @deathinsurance
hyejin9w9 @myokahara
Mega Mongoliad @mega.mongoliad
Saiki Toshio @saiki.toshio @vizita_q
Penguin APT @penguin.apt

———————————————————————————
2024.10.12(SAT) SEOUL / Sharp @club_sharp / 20:00 ~

death insurance @deathinsurance
hyejin9w9 @myokahara
Kuang Program @kuang_program
Noman’s‘lave @audinjeee01

———————————————————————————

2024.10.20(SUN) BUSAN / Ovantgarde @ovantgarde / 19:00 ~

death insurance @deathinsurance
hyejin9w9 @myokahara
baan @baanjae
침입자들 @incheon_oddity

ADV 30,000krw / IN DOOR 40,000krw (예매링크는 @acs.kr , @vizita_q , @fuckyouiworkfortraitor 프로필에서 확인 가능합니다)

*유의사항
1.입장은 공연 시작 30분 전부터 선착순 비지정석제로 진행됩니다.
2.현매 입장 시 계좌이체 또는 현금으로 만 결제가 가능하니 참고해 주시기 바랍니다.
3.관람 도중 슬램 등의 과격한 행위가 발생될 수 있는 점 참고 바랍니다.
4.미성년자는 입장이 불가합니다.

organized @vizita_q @fuckyouiworkfortraitor",서울 중구 수표로6길 10 지하1층,2024.10.11,20:00,,9,
https://www.instagram.com/soumbalgwang_official/p/DAKrMRUyiMY/,"🔨
<천박하고 시끄러운 : 소음발광 정규 3집 / 칩앤스위트 정규 1집 발매 기념공연>

2024년 10월 7일에 발매될 소음발광의 정규 3집 <불과 빛>과 2024년 10월 17일에 발매될 칩앤스위트 정규 1집 <No Comment!!!>를 기념하기 위해 10월 19일 부산 - 10월 26일 서울, 이렇게 2주간 토요일마다 진행하는 투어 공연을 준비했습니다.
부산에서 포스트 펑크/얼터너티브 음악 등의 가치를 공유하며 서로를 애정하는 두 팀이 비슷한 시기에 정규를 발매하게 되어, 앞으로도 같이 발맞추어 재밌는 것들을 만들어가자는 의미로 이번 공연을 기획하게 되었습니다.
투어 공연은 소음발광과 칩앤스위트가 애정하는 공간들, 애정하는 로큰롤/펑크 밴드들과 함께 합니다.
타오르다 못해 재가 되어버린 뜨거운 현재를 여러분들과 나누고 싶습니다. 그럼 기다리겠습니다.

•일시 및 장소
부산 : 10월 19일 밤 8시 (입장 7시 30분) / 부산 오방가르드
@ovantgarde
서울 : 10월 26일 밤 8시 (입장 7시 30분) / 서울 을지로 acs
@acs.kr

•라인업
부산 : 향우회, 칩앤스위트, 소음발광
@socialclub_hyangwu
@cheap.n.sweet
서울 : 로우하이로우, 칩앤스위트, 소음발광
@band_lowhighlow
@cheap.n.sweet

•러닝타임
약 180분

•입장료 (80명 한정)
예매 3만원 3천원/ 현매 4만 4천원

•예매링크 소음발광/칩앤스위트 프로필 링크 참조
@soumbalgwang_official
@cheap.n.sweet

*본 공연은 전석 스탠딩으로 진행됩니다.
*예매취소는 공연 당일로부터 3일 전까지 가능합니다.",서울 중구 수표로6길 10 지하1층,2024.10.7,20:00,,30000,
https://www.instagram.com/_a_c_s___/p/C_w9jjvPqt4/,"(공연소식)
선명하게 듣다.
그 첫 번째. 해상도 『解像度』 vol.1
◦ 출연진: 기쿠하시 @0primetime, 9B2 @band_9b2,
삐갤천하 @bbgael_tenka
◦ 일시: 2024.9.28 (SAT) 19:00-
◦ 장소: ACS ( 중구 수표로6길 10 )
◦ 입장료: 예매 25,000원 LINKINBIO @acs.kr
/ 현매 30,000원
◦ 기획 /문의: 소음골방 @soeumgolbang",서울 중구 수표로6길 10 지하1층,2024.9.28,19:00,25000,30000,
https://www.instagram.com/_a_c_s___/p/C_NdesNv2nx/,"(지금은 아시아타임-> 아시아댄스뮤직ADM파티 소식)
⧲ 이화화원異花和原 ⧳
⧳ 일시 : 2024년 8월 31일 (토요일) 오후 7시 ~
⧲ 장소 : @acs.kr (중구 수표로6길 10)
⧳ 출연진 : 침입자들, 인간, 동헌이, 골게, mieuxxx (JPN), MOTE (of RICH & BUSY, JPN)
⧲ 입장료 : 10,000원
⧳ 기획 / 문의 : @woohooohoohoo
(BGM- @remon_nakanishi )

❝다른 아시아 국가의 이상한 음악을 듣게 됐을때 예상치 못하게 절로 흥을 느꼈다거나 한국 음악을 한국인 자신보다 더 좋아하는 타국인에게 놀란 경험이 대부분 있으실 겁니다.❞

❝본 파티의 이름은, 서로 다른 꽃들이 아름답게 조화하는 들판처럼, 여러 종류의 아시아 음악들과 이주민을 포함함 아시아인들이 함께 어우러지는 새로운 파티씬이 형성되는 소망을 담았습니다.❞

❝이번 파티에서는 마침 일본에서 한국으로 방문하신 나이트 클럽 연구자 MOTE님 @moteslim 과 신나는 태국 음악을 들려주실 mieuxxx님 @mieuxxx_ 을 모셨습니다. 그리고 전세대의 케이팝과 클럽 바운스를 탐구하는 골게님 @golge.tter , 녹음된 소리와 반복되는 광고 음악을 들려줄 동헌이님 @_dongheoni 의 디제잉을 준비하였고 장르를 넘나들면서 웃음을 주는 신흥 힙합-댄스 그룹 침입자들 @incheon_oddity 의 라이브를 특별히 준비하였습니다.❞

❝여러 음악가들이 선보이는 다종다양한 아시아 댄스 뮤직(일명 ADM)을 통해 음악관이 확장되는 시간을 보내러 오시길 바랍니다. 또한 앞으로도 이화화원이라는 파티로 여러 아시아 음악 애호가들을 모시고자 합니다. 지속적으로 관심 가져주시면 감사하겠습니다.❞",서울 중구 수표로6길 10 지하1층,2024.8.31,19:00,10000,,
https://www.instagram.com/_a_c_s___/p/C_KKGe6JtOF/,"(망한파티소식)
ACS디제잉워크샵을 수료한 친구들의 행방을 수소문 끝에 한자리모아 망한파티(졸업파티)를 벌입니다.
🎊일시 : 2024/ 08 / 30 (FRI) 19:30- 🎊출연진 : Z0ND3RGU7, julyhee, trinityy, 송구사,
yillok, 가야밀면, NOE, LICK, jang_gu_boy
🎊장소 : @acs.kr (중구 수표로6길 10) 🎊입장료 : 무료입장 ( 음료주문 필수) 🎊기획 : ACS ( 포스터 : 시봉새 )

🦉🐤🐤🐤🐤🐤🐤🐤 1930 Z0ND3RGU7 @right_nowrong_then
2000 julyhee @730login
2030 trinityy @trinityy_kr___
2100 송구사 @songleeya
2130 yillok @ j4455w
2200 가야밀면 @higaya_
2230 NOE @w.isemensay
2300 LICK @lilaclot
2330 jang_gu_boy @jang_gu_boy",서울 중구 수표로6길 10 지하1층,,19:30,0,0,
https://www.instagram.com/soumbalgwang_official/p/C9bK_auyLq9/,"🔥
[공연]
<불규칙 속에 붉게 피어난 우리는 봉화처럼 신호를 보냈지.>

소음발광의 2024년 첫 기획 공연인 <불규칙 속에 붉게 피어난 우리는 봉화처럼 신호를 보냈지.>는 2021년 소음발광과 부산의 공간 오방가르드가 함께 기획했던 <소음기획 프로젝트>의 연장선상에 놓인 이벤트입니다.
<소음기획 프로젝트>는 로컬, 언더그라운드를 기반으로 활동하는 음악가들과 새로운 씬을 만들고자 했던 기획 프로젝트입니다. 21년 이후 소음발광의 상황이 기획하는데 있어 어긋나는 부분이 많아 한동안 멈추었으나, 25년부터는 다시 <소음기획 프로젝트>를 시작하려 하고 있습니다. 이번 공연 <불규칙 속에 붉게 피어난 우리는 봉화처럼 신호를 보냈지.>는 그 이전에 재밌는 것을 한 번 해보자며 가볍게 만든 공연입니다만, 소음발광에게 의미있는 것을 만들고 싶은 공연이기도 합니다. 새로운 씬을 만들고 거기서 연결감과 소속감을 느끼며 또다른 재미를 얻는 것이 저희가 추구하는 의미입니다.

공간 acs, 밴드 향우회, 밴드 비컨 이들 모두 소음발광이 생각할때 각자의 언더그라운드를 가지고 있는 사람들이며 추구하는 것도 소음발광과 비슷하다고 추측하여 이번 공연 섭외 1순위로 생각을 했었는데, 모두들 흔쾌히 공연 제의를 수락해주어 정말 감사할 따름입니다.
공간, 밴드들이 모였으니 이번 공연에 의미를 더하는 건 이제 관객 여러분들의 몫입니다. 많은 분들과 언더그라운드, 로컬의 가치를 나누고 싶습니다. 펑크로 모여 메인이라 불리는 어떠한 것의 모퉁이를 깨부수고 새로운 것을 함께 만들고 싶습니다. 단지 즐거운 공연으로 그친다면, 그것 또한 좋은 일이라 생각합니다. 어찌되었든 의미보다 재미가 우선시되어야하는 게 이 일이라 생각하니까요. (재미가 있으려해도 여러분이 필요한 건 마찬가지입니다.)

그럼 7월 20일 밤 8시 acs에서 뵙겠습니다. 감사합니다.

—————————————————

온 마음으로 일그러트리는 일은
쉽지 않은 일.
다 부수고
다 부서질
각오가 필요하다.

우리는 서울의 한 귀퉁이에 모여
붉은색을 칠했다.

이건 여름의 더위.
이건 지하의 습기.
이건 하나의 흐름.
이건 폭발하는 나.
이건 빠져드는 너.
이건 우리의 신호.

구르고 굴러 내린 종착지에는
뜨거운 7월의 불꽃만 남았다.

•라인업
🏴‍☠️향우회 @socialclub_hyangwu
☠️비컨 @beacon_band
🔥소음발광 @soumbalgwang_official

•일시 : 2024년 7월 20일 밤 8시
•장소 : 서울 을지로 acs @acs.kr
•입장료 : 예매 2만 5천원 / 현매 3만원

•예매링크 : 소음발광 또는 acs 프로필 링크 참조
@acs.kr @soumbalgwang_official

*예매취소는 공연 당일로부터 3일전까지 가능합니다.
*전석 스탠딩으로 진행됩니다.",서울 중구 수표로6길 10 지하1층,2024.7.20,20:00,,30000,
https://www.instagram.com/_a_c_s___/p/C88dHlFPDS3/,"[ 강강강(强强强)파티파티소식]
HARDCORE NO BULLSHIT
* 출연진: SRL, Ikebuburo, Dan Dara,
tejava_assassins, faacia
* 일시: 2024.07.12 (FRI) 8 pm
* 장소: ACS(중구 수표로6길 10)
* 입장료: 15,000 krw (현금/카드/계좌 all ok)
* 기획 / 문의: @faacia.or0",서울 중구 수표로6길 10 지하1층,2024.7.12,20:00,15000,,
https://www.instagram.com/_a_c_s___/p/C8j07l1pE36/,"[역시나망한파티소식]
지난 ACS디제잉워크샵을 수료한 친구들의 행방을 수소문 끝에 한자리모아 망한파티(졸업파티)를 엽니다.
* 일시 : 2024/ 06 / 29 (SAT) 8 pm - * 출연진 : 용과, weed eater, orisakii, Y3K, e3hos, 본업, Ggogirl, KRW
+ Special Guest / YON, NOTYET, JESTER, JELLY * 입장료 : 무료입장 ( 음료주문 필수) * 기획 : ACS / 포스터 : 시봉새
====================
2000- YON @juliaforeverlee
2020- 용과 @kimyonggwa
2040- weed eater @slapaqap
2100- jester @https.jester.co.kr
2120- orisakii @orisakii
2140- Y3K @swipe_show
2200- e3hos @e3hos
2220- 본업 @bonup69
2240- Ggogirl @gg0girl
2300- notyet @dongjinlie
2320- KRW @won._.krw
2340- JELLY @jiaeisonline",서울 중구 수표로6길 10 지하1층,,20:00,,0,
,,,,,,,
https://www.instagram.com/_a_c_s___/p/C4HYZpvJsd1/,"(본격 난리난리 시동겁니다 >> 예매 서둘러 )
미국 스크리모, 베드룸 팝 밴드 Your Arms Are My Cocoon @yourarmsaremycocoon 과 사이버그라인드, 닌텐도코어 밴드 Blind Equation @blindequation 의 투어공연이 클럽 ACS에서도 진행됩니다. 더불어 당일 스페셜 게스트 baan @baanjae 도 함께합니다.

【 Your Arms Are My Cocoon & Blind Equation Korea Tour 2024 】
*2024.4.14(SUN) / 입장 6:30pm, 공연 시작 7pm
*장소 : ACS @acs.kr / 서울특별시 중구 수표로6길 10 지하1층
*출연진 : Your Arms Are My Cocoon, Blind Equation & baan
*입장료 : 예매:30000원, 현매:40000원 (예매는 @https.jester.co.kr , @acs.kr 프로필 링크 혹은 해당링크 (https://forms.gle/YCQUkB97AgryJkRC8) 에서 예매 가능합니다)

*유의사항
1.입장은 공연 시작 30분 전부터 선착순 비지정석제로 진행됩니다.
2.현매 입장 시 계좌이체 또는 현금으로 만 결제가 가능하니 참고해 주시기 바랍니다.
3.관람 도중 슬램 등의 과격한 행위가 발생될 수 있는 점 참고 바랍니다.

* 기획 및 포스터 : Jester @https.jester.co.kr
* 공연문의 : @https.jester.co.kr",서울 중구 수표로6길 10 지하1층,2024.4.14,18:30,30000,40000,
https://www.instagram.com/_a_c_s___/p/C3mm9eGOaA4/,"( 공연 징글루트JINGLE ROUTE 소식)
그 음악을 들으면 어쩐지 감미롭게 들린다
왜 그 음악은 그토록 나를 사로잡는 것일까
다채로운 음악을 만드는 네 명의 음악가가 자신들이 만든 음악의 리믹스, 데모, 레퍼런스 등을 연주하며 각자만의 답을 제시해 보인다

* 일시 : 2024.02.24 (토) 16:00 - 19:30
* 장소 : ACS (중구 수표로6길 10, B1)
* 입장료 : 사전예매 30,000원 / 현매 35,000원
(사전 예매는 @woohooohoohoo 또는 ACS 바이오의 링크에서 신청 부탁 드리며 *환불은 23일 23시 59분까지 가능합니다)
* 출연진 : 장영규, Piano Shoegazer @pianoshoegazer , 안마루 @ahn.maru , Seesea @seesea_the_techno_gaksul
* 문의 : @woohooohoohoo
**************
[ 안내사항 ]
* 외부주류 반입 안됩니다. 반입시 영구 입장불가 한점 체크하세요
* 개인짐은 보관해드리지 않습니다. 벽면에 짐을 걸 수있는 못들이 있으니 이용바랍니다.",서울 중구 수표로6길 10 지하1층,2024.2.24,16:00,30000,35000,
https://www.instagram.com/_a_c_s___/p/C3WxgF0PkzI/,"(YAAMC & BE 난리난리 한국 투어 소식)
Your Arms Are My Cocoon & Blind Equation Korea Tour 2024. 미국 스크리모, 베드룸 팝 밴드 Your Arms Are My Cocoon @yourarmsaremycocoon 과 사이버그라인드, 닌텐도코어 밴드 Blind Equation @blindequation 의 공연이 클럽 샤프와 ACS에서 진행됩니다. 더불어 스페셜 게스트 Wapddi @wapddi 와 baan @baanjae 도 함께합니다.

*2024.4.13.(SAT) / 입장 6:30pm, 공연 시작 7pm
*장소 : 클럽 샤프 @club_sharp / 서울특별시 마포구 망원동 384-23 B-1F
*출연진 : Your Arms Are My Cocoon, Blind Equation & Wapddi
*입장료 : 예매:30000원, 현매:40000원 (예매는 @https.jester.co.kr 프로필 링크 혹은 해당링크 (https://forms.gle/2eZdMGhGbpPNSwii9) 에서 예매 가능합니다)

*2024.4.14(SUN) / 입장 6:30pm, 공연 시작 7pm
*장소 : ACS @acs.kr / 서울특별시 중구 수표로6길 10 지하1층
*출연진 : Your Arms Are My Cocoon, Blind Equation & baan
*입장료 : 예매:30000원, 현매:40000원 (예매는 @https.jester.co.kr , @acs.kr 프로필 링크 혹은 해당링크 (https://forms.gle/YCQUkB97AgryJkRC8) 에서 예매 가능합니다)

*유의사항
1.입장은 공연 시작 30분 전부터 선착순 비지정석제로 진행됩니다.
2.현매 입장 시 계좌이체 또는 현금으로 만 결제가 가능하니 참고해 주시기 바랍니다.
3.관람 도중 슬램 등의 과격한 행위가 발생될 수 있는 점 참고 바랍니다.

* 기획 및 포스터 : Jester @https.jester.co.kr
* 공연문의 : @https.jester.co.kr",서울 중구 수표로6길 10 지하1층,2024.4.13,18:30,30000,40000,
https://www.instagram.com/_a_c_s___/p/C3CkBliSMXd/,"(2/11 또하나의 대안가족 두유노클럽 소식)
No.1 설날을 맞아 두유노클럽과 ACS에서 떡국을 준비합니다! 파티 중 떡국을 만들어 나눠드릴 예정입니다. 유사/대안가족들끼리 모여 떡국을 먹으며 명절의 따뜻함을 나눠보아요~

No.2 야호사주 신년운세 운영 안내
acs 입구에서 2024 신년 운세/사주 부스를 운영합니다!갑진년은 운수대통할 수 있을지? 야호사주의 무릎 탁 치는 사주풀이를 받아보세요! 8시 30분~9시30분 약 1시간동안 운영 * 복채 1만원

차례순서
8:00- GCM @golge.gcm
8:50- SEESEA @seesea_the_techno_gaksul
9:40- WAKARAN GIRL @mayolazrbeam
10:30- UN @uni_tzazang
11:20- Jester @https.jester.co.kr
12:10- m3iji @m3iji_
__________________
🐲2024. 2. 11 (Sun) 8PM~
🐲ACS / 중구 수표로6길 10 지하1층
🐲@acs.kr
🐲￦15,000 at Door
__________________",서울 중구 수표로6길 10 지하1층,,21:30,,10000,
https://www.instagram.com/_a_c_s___/p/CxrqDNDSdz5/,"(이웃파티파티소식/ACS출연(02:00-))
[9/30 20:-🌝해피 이조코 추석특선 선물세트🌝]
* 장소 : 채널1969(연남동 228-1,지하1층)
* 입장료 : 15,000 원
* 출연진 : 뛰놀며(민주)w/ BULZAMZI, 케이특급모텔, 해피이조코, CYBEROOii, KONRAD, IONNE, MOSPIRAN, ACS(88정과시봉새)

❤️민주의 추석❤️
추석이 되어 아버지와 여동생들은 시골의 조부모님 집으로 떠난다. 알바를 핑계로 서울에 홀로 남은 민주는 긴 연휴의 주말밤을 친구들과 함께 즐기기 위해 채널1969를 찾아오게 되고 그곳에서 민주는 어른의 유흥 세계를 엿보고 마는데…",서울 중구 수표로6길 10 지하1층,,14:00,15000,,
https://www.instagram.com/_a_c_s___/p/Ct8Hi2upT5Y/,"(공연소식)
PLATFORM MAGAZINE PRESENTS:

MEEJAH
- post-rock | experimental -
(Denmark/Korea)
https://youtu.be/AqcDpBZ-OUA

OHCHILL
- rock | post-grunge -
https://youtu.be/GjRV9ZP8vwM

BEACON
- punk | experimental -
https://youtu.be/Iviqz6XyvPw

TIERPARK
(acoustic set)
https://youtu.be/eewFD0kXpew

At ACS, Seoul.

2023.07.08 - 8pm
PAY WHAT YOU WANT (RECOMMENDED 20,000WON) 자율페이 (2만원 권장) - link in @platformrok bio",서울 중구 수표로6길 10 지하1층,2023.7.8,20:00,20000,,
https://www.instagram.com/_a_c_s___/p/Cr-ttjIpa7O/,"(공연소식)
👨‍🏫The Dark Magic Classroom
일시 : 2023/ 5 / 13 토요일 7PM~
장소 : ACS (중구 수표로 6길 10, B1)

Line Up
🧑‍🏫Narotic
🧑‍🏫Blue Turtle Land
🧑‍🏫Seoul Magic Club

7:00 - Narotic
8:00 - Seoul Magic Club
9:00 - Blue Turtle Land

티켓 예매 : @seoul_magic_club OR @acs.kr 프로필 링크에서 가능합니다.
* 예매 2만원 / 현매 2.5만원
공연 문의 : @seoul_magic_club",서울 중구 수표로6길 10 지하1층,2025.2.5,19:00,,25000,
https://www.instagram.com/_a_c_s___/p/CpHrfu1ubrV/,"(푸드박람회를 가장한 파티 소식) 전자오이, 전자대추에 이어 파티 전자야채가 🥕전자당근🥕으로 돌아왔습니다! 전자야채 시리즈는 호불호 심한 야채 중 하나를 선택하여 컨셉으로 삼는 파티입니다. 올해는 계묘년을 맞이하여, 당근을 선택해보았습니다. 당근색 옷을 입고 맛좋은 당근 음식을 함께 즐겨보세요!

🥕3월 3일 18:00 -
🥕ACS에서
🥕입장료 1만원에 당근주스 한잔과 함께 초대합니다.

🥕18:00 도어오픈 / 당근노래와 함께하는 푸드박람회
당근소녀(푸드디렉터)가 만드는 건강하고 맛좋은 당근 요리!
🥕19:00 뽕짝마니아(LIVE) & dongyong(VJ)
🥕20:00 안마루(LIVE) & hey1inn(VJ)
🥕21:00 기나이직(LIVE) & 광진전자(Lighting)
🥕22:00 지나경김호인(hoinji, 217nk)(AV)

나 보고 싶니? 당근! 나 생각나니? 당근!…",서울 중구 수표로6길 10 지하1층,2025.3.3,18:00,,10000,
